"Gene.ID"	"Gene.symbol"
""	""
"9079"	"LDB2"
"30834"	"ZNRD1"
"7508"	"XPC"
"817"	"CAMK2D"
"9021"	"SOCS3"
"144404"	"TMEM120B"
""	""
"84448"	"ABLIM2"
"93183"	"PIGM"
""	""
"409"	"ARRB2"
"54914"	"FOCAD"
""	""
"55916"	"NXT2"
"64711"	"HS3ST6"
"50626"	"CYHR1"
"51490"	"SPOUT1"
""	""
"2016"	"EMX1"
"4799"	"NFX1"
"4771"	"NF2"
""	""
"23125"	"CAMTA2"
"9789"	"SPCS2"
"904"	"CCNT1"
"145853"	"C15orf61"
"84445"	"LZTS2"
""	""
"5648"	"MASP1"
"56163"	"RNF17"
"79676"	"OGFOD2"
"26175"	"TMEM251"
"5111"	"PCNA"
"23506"	"GLTSCR1L"
"83695"	"RHNO1"
"255783"	"INAFM1"
""	""
"152877"	"FAM53A"
"128229"	"TSACC"
"3553"	"IL1B"
""	""
"23452"	"ANGPTL2"
""	""
"54776"	"PPP1R12C"
"10569"	"SLU7"
"102724782"	"LOC102724782"
"55565"	"ZNF821"
"4836"	"NMT1"
"3187"	"HNRNPH1"
"10163"	"WASF2"
"81555"	"YIPF5"
"55000"	"TUG1"
"9555"	"H2AFY"
"146795"	"LOC146795"
"78988"	"MRPL57"
"60672"	"MIIP"
"100288122"	"LDLRAD4-AS1"
"56246"	"MRAP"
"5861"	"RAB1A"
"4707"	"NDUFB1"
"26107"	"DKFZP547J0410"
"7421"	"VDR"
""	""
"54896"	"PQLC2"
"728013///644019///445571///220869///150472///55871"	"CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1"
"4161"	"MC5R"
"57666"	"FBRSL1"
"6563"	"SLC14A1"
"724102///9782"	"SNHG4///MATR3"
"54841"	"BIVM"
"25891"	"PAMR1"
"10129"	"FRY"
"727837///6757"	"SSX2B///SSX2"
""	""
""	""
"57711"	"ZNF529"
"106144538"	"KCNK15-AS1"
"6926"	"TBX3"
"9260"	"PDLIM7"
"124857"	"WFIKKN2"
"100996349"	"LOC100996349"
"7871"	"SLMAP"
"9780"	"PIEZO1"
"23234"	"DNAJC9"
"100190939"	"TPT1-AS1"
"27076"	"LYPD3"
"84725"	"PLEKHA8"
"401237"	"CASC15"
""	""
"29960"	"MRM2"
"126520"	"PLK5"
"113402"	"SFT2D1"
"1508"	"CTSB"
"729085"	"FAM198A"
"8178"	"ELL"
"7159"	"TP53BP2"
"55010"	"PARPBP"
"1520"	"CTSS"
"102723661"	"LOC102723661"
""	""
""	""
"51069"	"MRPL2"
"54879"	"ST7L"
"102723697"	"LOC102723697"
"100526833///5413///2812"	"SEPT5-GP1BB///SEPT5///GP1BB"
"11177"	"BAZ1A"
"54550"	"NECAB2"
"55297"	"CCDC91"
"79697"	"C14orf169"
""	""
""	""
"3280"	"HES1"
"54407"	"SLC38A2"
"255926"	"ADAM5"
"1523"	"CUX1"
"100507059"	"LINC00703"
"5289"	"PIK3C3"
""	""
"283454///8739"	"LOC283454///HRK"
"4534"	"MTM1"
"51422"	"PRKAG2"
"25813"	"SAMM50"
""	""
"10238"	"DCAF7"
"3447///3439"	"IFNA13///IFNA1"
"50802"	"IGK"
"57380"	"MRS2"
"341567"	"H1FNT"
"824"	"CAPN2"
"8766"	"RAB11A"
"219333"	"USP12"
"5141"	"PDE4A"
"142686"	"ASB14"
"167227"	"DCP2"
"5339"	"PLEC"
""	""
"1369"	"CPN1"
"905"	"CCNT2"
"56889"	"TM9SF3"
"1915"	"EEF1A1"
"2794"	"GNL1"
"51621"	"KLF13"
"222166"	"MTURN"
"220042"	"DDIAS"
"8930"	"MBD4"
"81575"	"APOLD1"
"101927877"	"LOC101927877"
"645513"	"LOC645513"
"94239"	"H2AFV"
"23215"	"PRRC2C"
"140870"	"WFDC6"
"3903"	"LAIR1"
""	""
""	""
"163702"	"IFNLR1"
"81890"	"QTRT1"
"23305"	"ACSL6"
"55365"	"TMEM176A"
"9733"	"SART3"
"54522"	"ANKRD16"
"118932"	"ANKRD22"
"312"	"ANXA13"
"7678"	"ZNF124"
"23499"	"MACF1"
""	""
""	""
"101060386///552900///23049"	"LOC101060386///BOLA2///SMG1"
"8905"	"AP1S2"
"127435"	"PODN"
"655"	"BMP7"
"55900"	"ZNF302"
"26056"	"RAB11FIP5"
"3549"	"IHH"
"84457"	"PHYHIPL"
"100294033///9747"	"LOC100294033///TCAF1"
"54535"	"CCHCR1"
""	""
"58525"	"WIZ"
"59344"	"ALOXE3"
"191585"	"PLAC4"
"90806"	"ANGEL2"
""	""
"10802"	"SEC24A"
"55735"	"DNAJC11"
"6188"	"RPS3"
"131965"	"METTL6"
"400952"	"LINC01121"
"55591"	"VEZT"
"51076"	"CUTC"
"7089"	"TLE2"
"10879"	"SMR3B"
"29113"	"C6orf15"
"57132"	"CHMP1B"
"55556"	"ENOSF1"
"55014"	"STX17"
""	""
"23091"	"ZC3H13"
"2900"	"GRIK4"
""	""
"100507057"	"MFI2-AS1"
"100190939"	"TPT1-AS1"
"5799"	"PTPRN2"
"440087"	"SMCO3"
"5690"	"PSMB2"
"101927814"	"LOC101927814"
"200933"	"FBXO45"
"8326"	"FZD9"
"79712"	"GTDC1"
"9644"	"SH3PXD2A"
"2115"	"ETV1"
"91151"	"TIGD7"
"3663"	"IRF5"
"3764"	"KCNJ8"
"7702"	"ZNF143"
""	""
"30001"	"ERO1A"
"64284"	"RAB17"
"54896"	"PQLC2"
"3456"	"IFNB1"
"2219"	"FCN1"
"25852"	"ARMC8"
"728927"	"ZNF736"
""	""
"100505783"	"OSER1-AS1"
"22941"	"SHANK2"
"2071"	"ERCC3"
"158358"	"KIAA2026"
""	""
""	""
"1576"	"CYP3A4"
"57466"	"SCAF4"
""	""
"3552"	"IL1A"
"83876"	"MRO"
"3949"	"LDLR"
"5348"	"FXYD1"
"55159"	"RFWD3"
"8847"	"DLEU2"
"10886"	"NPFFR2"
"114879"	"OSBPL5"
"94235"	"GNG8"
"90231"	"KIAA2013"
"387723"	"LINC00959"
"1130"	"LYST"
"54535"	"CCHCR1"
"886"	"CCKAR"
"54948"	"MRPL16"
"1607"	"DGKB"
"83451"	"ABHD11"
""	""
"9444"	"QKI"
"51107"	"APH1A"
"84909"	"C9orf3"
"641649"	"TMEM91"
"6618"	"SNAPC2"
"11052"	"CPSF6"
"494513"	"DFNB59"
"4144"	"MAT2A"
""	""
"10782"	"ZNF274"
"8367"	"HIST1H4E"
"553158///23779"	"PRR5-ARHGAP8///ARHGAP8"
"3621"	"ING1"
""	""
"5049"	"PAFAH1B2"
"6768"	"ST14"
"6664"	"SOX11"
"10681"	"GNB5"
"5537"	"PPP6C"
"9620"	"CELSR1"
"54821"	"ERCC6L"
"50862"	"RNF141"
""	""
"92359"	"CRB3"
"55789"	"DEPDC1B"
"23234"	"DNAJC9"
"100507392"	"SENCR"
"636"	"BICD1"
"1785"	"DNM2"
""	""
"19"	"ABCA1"
"64344"	"HIF3A"
"5810"	"RAD1"
"55958"	"KLHL9"
"29882"	"ANAPC2"
"55108"	"BSDC1"
"152137"	"CCDC50"
"4700"	"NDUFA6"
""	""
"283450"	"HECTD4"
"2185"	"PTK2B"
"5775"	"PTPN4"
"3716"	"JAK1"
""	""
""	""
"26952///10879"	"SMR3A///SMR3B"
"257106"	"ARHGAP30"
"8566"	"PDXK"
"728927"	"ZNF736"
""	""
"9653"	"HS2ST1"
"200197"	"TMEM51-AS1"
""	""
"26100"	"WIPI2"
"57876///4584"	"MUC3B///MUC3A"
"2048"	"EPHB2"
"223082"	"ZNRF2"
"967"	"CD63"
"55749"	"CCAR1"
""	""
"80306"	"MED28"
""	""
"26054"	"SENP6"
"8886"	"DDX18"
"100134937"	"LOC100134937"
"2140"	"EYA3"
"26137"	"ZBTB20"
"80254"	"CEP63"
"4683"	"NBN"
""	""
"100131454"	"DBIL5P"
"100507194"	"LOC100507194"
"10284"	"SAP18"
"3772"	"KCNJ15"
"5813"	"PURA"
"84219"	"WDR24"
""	""
"2077"	"ERF"
"1116"	"CHI3L1"
"102724312"	"LOC102724312"
"9320"	"TRIP12"
""	""
""	""
"23141"	"ANKLE2"
"5921"	"RASA1"
"133688"	"UGT3A1"
""	""
"503569"	"RGMB-AS1"
"643641"	"ZNF862"
""	""
"56904"	"SH3GLB2"
"8471"	"IRS4"
"8872"	"CDC123"
"150297"	"C22orf42"
"3052"	"HCCS"
"10302"	"SNAPC5"
""	""
"54878"	"DPP8"
"100506190"	"LINC00963"
"6559"	"SLC12A3"
"100506406"	"LOC100506406"
"84861"	"KLHL22"
"284939///23542"	"LOC284939///MAPK8IP2"
"5551"	"PRF1"
"23759"	"PPIL2"
"9331"	"B4GALT6"
"4522"	"MTHFD1"
"57863///2532"	"CADM3///ACKR1"
""	""
"89796"	"NAV1"
"253827"	"MSRB3"
"6929"	"TCF3"
"55750"	"AGK"
"22936"	"ELL2"
"8536"	"CAMK1"
"222236"	"NAPEPLD"
"80318"	"GKAP1"
"80344"	"DCAF11"
"100130889"	"PSORS1C3"
"10463"	"SLC30A9"
"142940"	"TRUB1"
"284739"	"LINC00176"
"23636"	"NUP62"
"105375273"	"LOC105375273"
"100130417"	"LOC100130417"
"686"	"BTD"
"197131"	"UBR1"
"54869"	"EPS8L1"
"9181"	"ARHGEF2"
"55236"	"UBA6"
"164153"	"UBL4B"
"8682"	"PEA15"
"9045"	"RPL14"
"11124"	"FAF1"
"7095"	"SEC62"
"9815"	"GIT2"
"64218"	"SEMA4A"
"55023"	"PHIP"
"9547"	"CXCL14"
"3269"	"HRH1"
"51534"	"VTA1"
"100505583"	"LINC00838"
"6929"	"TCF3"
"25934"	"NIPSNAP3A"
"170482"	"CLEC4C"
"285498"	"RNF212"
"100133985"	"LOC100133985"
"202243"	"CCDC125"
"1106"	"CHD2"
""	""
"163131"	"ZNF780B"
"10645"	"CAMKK2"
"8505"	"PARG"
"11016"	"ATF7"
"29914"	"UBIAD1"
"105371763"	"LOC105371763"
"9694"	"EMC2"
""	""
"8654"	"PDE5A"
"29028"	"ATAD2"
"79742"	"CXorf36"
"102724426///7375"	"LOC102724426///USP4"
"1540"	"CYLD"
"79634"	"SCRN3"
"2549"	"GAB1"
"9487"	"PIGL"
"8487"	"GEMIN2"
""	""
"101928283"	"LOC101928283"
""	""
""	""
"4736"	"RPL10A"
"23677"	"SH3BP4"
"22879"	"MON1B"
"80005"	"DOCK5"
"22803"	"XRN2"
"8826"	"IQGAP1"
"10220"	"GDF11"
"3712"	"IVD"
""	""
""	""
"8817"	"FGF18"
"4493"	"MT1E"
"92285"	"ZNF585B"
"100506555"	"PVRL3-AS1"
"23576"	"DDAH1"
"11191///5728"	"PTENP1///PTEN"
"84299"	"MIEN1"
"9218"	"VAPA"
"124590"	"USH1G"
"101930416///101929792///100996724///9659"	"LOC101930416///LOC101929792///LOC100996724///PDE4DIP"
"84164"	"ASCC2"
"57547"	"ZNF624"
"10915"	"TCERG1"
"5663"	"PSEN1"
"54069"	"MIS18A"
"84445"	"LZTS2"
"10658"	"CELF1"
"22832"	"CEP162"
"7556"	"ZNF10"
"100505658"	"LOC100505658"
"55117"	"SLC6A15"
"692247"	"LOC692247"
""	""
"5166"	"PDK4"
"5158"	"PDE6B"
"6498"	"SKIL"
"10672"	"GNA13"
""	""
"441666"	"LOC441666"
"26099"	"SZRD1"
"91782"	"CHMP7"
"80273"	"GRPEL1"
"407977///8742"	"TNFSF12-TNFSF13///TNFSF12"
"4034"	"LRCH4"
"152815"	"THAP6"
"80856"	"LNPK"
"259215///58530"	"LY6G6F///LY6G6D"
"51524"	"TMEM138"
""	""
"831"	"CAST"
"2959"	"GTF2B"
"6093"	"ROCK1"
"80014///53842"	"WWC2///CLDN22"
"84852"	"ATP1A1-AS1"
""	""
"3185"	"HNRNPF"
"334"	"APLP2"
"22930"	"RAB3GAP1"
"163227"	"ZNF100"
"11123"	"RCAN3"
"114327"	"EFHC1"
"79027"	"ZNF655"
"1836"	"SLC26A2"
"285311"	"C3orf56"
"8411"	"EEA1"
"84168"	"ANTXR1"
"101928625///9412"	"LOC101928625///MED21"
"84307"	"ZNF397"
"55209"	"SETD5"
"57646"	"USP28"
"90427"	"BMF"
"7182"	"NR2C2"
"129831"	"RBM45"
""	""
"100306951"	"PITPNA-AS1"
"100507739///7554"	"ERVK3-1///ZNF8"
"51265"	"CDKL3"
"100507739///7554"	"ERVK3-1///ZNF8"
""	""
"105370888"	"LOC105370888"
"440672///170688///11163"	"NUDT4P1///NUDT4P2///NUDT4"
"3236"	"HOXD10"
"11276"	"SYNRG"
"100527950///26292"	"GJA9-MYCBP///MYCBP"
"80173"	"IFT74"
"3638"	"INSIG1"
"114805"	"GALNT13"
"25988"	"HINFP"
"57381"	"RHOJ"
"284390"	"ZNF763"
"80078"	"LCAL1"
""	""
"8289"	"ARID1A"
"911"	"CD1C"
"846"	"CASR"
"399726"	"CASC10"
""	""
"9610"	"RIN1"
"84307"	"ZNF397"
"1473"	"CST5"
"266743"	"NPAS4"
"285971"	"ZNF775"
"101927774"	"LINC00824"
"51207"	"DUSP13"
"200895"	"DHFR2"
"8538"	"BARX2"
""	""
"101926944"	"LOC101926944"
""	""
""	""
""	""
""	""
"414777"	"HCG18"
"51134"	"CEP83"
"22882"	"ZHX2"
"283358"	"B4GALNT3"
"126669"	"SHE"
"10197"	"PSME3"
"140688"	"NOL4L"
"56252"	"YLPM1"
"101929180"	"LOC101929180"
"81554"	"RCC1L"
""	""
"7104"	"TM4SF4"
""	""
"285847"	"LOC285847"
"338004"	"LINC00226"
"54535"	"CCHCR1"
"388591"	"RNF207"
""	""
"3423"	"IDS"
""	""
""	""
"57728"	"WDR19"
""	""
"29974"	"A1CF"
"101180901///51194"	"IPO11-LRRC70///IPO11"
"6733"	"SRPK2"
"55589"	"BMP2K"
"83594"	"NUDT12"
"79047"	"KCTD15"
""	""
"56829"	"ZC3HAV1"
"4361"	"MRE11A"
"8729"	"GBF1"
"147947"	"ZNF542P"
"64983"	"MRPL32"
"6128"	"RPL6"
"55824"	"PAG1"
"136"	"ADORA2B"
"2058"	"EPRS"
"1592"	"CYP26A1"
"10928"	"RALBP1"
"79022"	"TMEM106C"
"8945"	"BTRC"
""	""
"6670"	"SP3"
"100507040"	"LINC00427"
""	""
"9899"	"SV2B"
"283177"	"LOC283177"
""	""
""	""
""	""
"377"	"ARF3"
"64895"	"PAPOLG"
"56475"	"RPRM"
""	""
""	""
"3295"	"HSD17B4"
"10277"	"UBE4B"
"319101"	"KRT73"
"4939"	"OAS2"
"54509"	"RHOF"
"11041"	"B4GAT1"
"29924"	"EPN1"
"210"	"ALAD"
"4723"	"NDUFV1"
"9764"	"KIAA0513"
""	""
"79974"	"CPED1"
""	""
"58517"	"RBM25"
"122664"	"TPPP2"
"22853"	"LMTK2"
""	""
"101060400"	"LOC101060400"
"89886"	"SLAMF9"
"387263"	"C6orf120"
"8976"	"WASL"
"7130"	"TNFAIP6"
"164684"	"WBP2NL"
"51426"	"POLK"
"256586"	"LYSMD2"
"528"	"ATP6V1C1"
"135892"	"TRIM50"
""	""
"25894"	"PLEKHG4"
"6721"	"SREBF2"
"26628"	"OR7E47P"
""	""
"116449"	"CLNK"
"1579"	"CYP4A11"
""	""
"7957"	"EPM2A"
"101927950"	"LOC101927950"
"8209"	"C21orf33"
""	""
"10318"	"TNIP1"
"197358"	"NLRC3"
"105372881"	"LOC105372881"
"79447"	"PAGR1"
""	""
"56339"	"METTL3"
"22995"	"CEP152"
"7038"	"TG"
"159963"	"SLC5A12"
"4023"	"LPL"
"55074"	"OXR1"
"246269"	"LACE1"
"92335"	"STRADA"
"29979"	"UBQLN1"
""	""
"57553"	"MICAL3"
""	""
"9836"	"LCMT2"
"133558"	"MROH2B"
"10013"	"HDAC6"
"101060604///100271836///641298///81893"	"LOC101060604///SMG1P3///SMG1P1///SLC7A5P1"
"64002"	"PCGEM1"
"27301"	"APEX2"
""	""
"202781"	"PAXIP1-AS1"
"54453"	"RIN2"
"26061"	"HACL1"
"27436"	"EML4"
"54328"	"GPR173"
"4842"	"NOS1"
"54537"	"FAM35A"
"147166"	"TRIM16L"
"656"	"BMP8B"
""	""
""	""
"56129"	"PCDHB7"
"4026"	"LPP"
""	""
"6300"	"MAPK12"
"148145"	"LINC00906"
"51132"	"RLIM"
"54800"	"KLHL24"
"5238"	"PGM3"
"5813"	"PURA"
"127833"	"SYT2"
"101930421"	"LOC101930421"
"23174"	"ZCCHC14"
""	""
"8490"	"RGS5"
"8434"	"RECK"
"2180"	"ACSL1"
"55180"	"LINS1"
""	""
"28396///3507///3502///3500///3493"	"IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1"
"8714"	"ABCC3"
"283738"	"NTRK3-AS1"
"23341"	"DNAJC16"
"4128"	"MAOA"
"1690"	"COCH"
"441355"	"MIR2052HG"
"255926"	"ADAM5"
"27086"	"FOXP1"
"92521"	"SPECC1"
"84217"	"ZMYND12"
"84807"	"NFKBID"
"83666"	"PARP9"
""	""
"57479"	"PRR12"
"100507274"	"LINC01210"
"5272"	"SERPINB9"
"102465439///10969"	"MIR6733///EBNA1BP2"
"81851"	"KRTAP1-1"
"10153"	"CEBPZ"
"400960"	"PCBP1-AS1"
"492"	"ATP2B3"
"1737"	"DLAT"
"64770"	"CCDC14"
""	""
""	""
"84162"	"KIAA1109"
"23216"	"TBC1D1"
"55225"	"RAVER2"
"7580"	"ZNF32"
"182"	"JAG1"
"3183"	"HNRNPC"
"3326"	"HSP90AB1"
"7014"	"TERF2"
""	""
"83989"	"FAM172A"
"909"	"CD1A"
"55041"	"PLEKHB2"
"151278"	"CCDC140"
"57509"	"MTUS1"
"342184"	"FMN1"
""	""
"254263"	"CNIH2"
""	""
"4916"	"NTRK3"
"80777"	"CYB5B"
"9248"	"GPR50"
"10336"	"PCGF3"
"84539"	"MCHR2"
"4036"	"LRP2"
"388882"	"LOC388882"
"5878"	"RAB5C"
"83450"	"DRC3"
"22846"	"VASH1"
"57821"	"CCDC181"
"200845"	"KCTD6"
"345"	"APOC3"
"84364"	"ARFGAP2"
"26099"	"SZRD1"
""	""
"116151"	"FAM210B"
"1488"	"CTBP2"
"1843"	"DUSP1"
"101927278"	"LOC101927278"
"6532"	"SLC6A4"
""	""
"7846"	"TUBA1A"
"54434"	"SSH1"
"23353"	"SUN1"
""	""
"84449"	"ZNF333"
"2012"	"EMP1"
"28996"	"HIPK2"
""	""
"7517"	"XRCC3"
"6927"	"HNF1A"
"30062"	"RAX"
"114041"	"B3GALT5-AS1"
"149684///671"	"LOC149684///BPI"
"8914"	"TIMELESS"
"4691"	"NCL"
"7292"	"TNFSF4"
"7405"	"UVRAG"
"3073"	"HEXA"
"79572"	"ATP13A3"
"163404"	"PLPPR5"
"51128"	"SAR1B"
"161198"	"CLEC14A"
"9362"	"CPNE6"
"23313"	"KIAA0930"
"91653"	"BOC"
"6938"	"TCF12"
""	""
"6512"	"SLC1A7"
"22889"	"KIAA0907"
"5494"	"PPM1A"
"220082"	"SPERT"
""	""
"51274"	"KLF3"
"146330"	"FBXL16"
"138255"	"C9orf135"
"54545"	"MTMR12"
"79887"	"PLBD1"
"25825"	"BACE2"
"644150"	"WIPF3"
"84282"	"RNF135"
"6331"	"SCN5A"
"835"	"CASP2"
""	""
"10462"	"CLEC10A"
"6731"	"SRP72"
"55048"	"VPS37C"
"427"	"ASAH1"
""	""
"170825"	"GSX2"
"57555"	"NLGN2"
"79780"	"CCDC82"
""	""
"5636"	"PRPSAP2"
"63827"	"BCAN"
"7294"	"TXK"
"8744"	"TNFSF9"
"79080"	"CCDC86"
"9818"	"NUP58"
"10859"	"LILRB1"
""	""
"6715"	"SRD5A1"
""	""
"9328"	"GTF3C5"
""	""
"148254"	"ZNF555"
"472"	"ATM"
"55839"	"CENPN"
"79818"	"ZNF552"
"283748"	"PLA2G4D"
"9469"	"CHST3"
"149703"	"LOC149703"
""	""
"57701"	"NCKAP5L"
"898"	"CCNE1"
"196374"	"KRT78"
"101927049"	"PLCE1-AS2"
"3553"	"IL1B"
"85476"	"GFM1"
"489"	"ATP2A3"
"153443"	"SRFBP1"
"4082"	"MARCKS"
"51199"	"NIN"
"65059"	"RAPH1"
"2635"	"GBP3"
"388"	"RHOB"
"55093"	"WDYHV1"
"6871"	"TADA2A"
"5686"	"PSMA5"
""	""
"406970"	"MIR194-2"
"57403"	"RAB22A"
"57153"	"SLC44A2"
"2528"	"FUT6"
"57405"	"SPC25"
"57205"	"ATP10D"
"9177"	"HTR3B"
"57406"	"ABHD6"
"23415"	"KCNH4"
"171019"	"ADAMTS19"
"11098"	"PRSS23"
"51282"	"SCAND1"
""	""
"101929472"	"CTD-2350J17.1"
"101928963"	"LOC101928963"
""	""
"151050"	"KANSL1L"
"10623"	"POLR3C"
"4799"	"NFX1"
"22992"	"KDM2A"
""	""
"3419"	"IDH3A"
"641648///641638"	"SNORD87///SNHG6"
"57168"	"ASPHD2"
"55154"	"MSTO1"
"10733"	"PLK4"
"11102"	"RPP14"
"164284"	"APCDD1L"
"343990"	"KIAA1211L"
"27091"	"CACNG5"
""	""
"255043"	"TMEM86B"
"26167"	"PCDHB5"
"474170///374819///55073///9884"	"LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A"
"64399"	"HHIP"
"498"	"ATP5A1"
""	""
"166378"	"SPATA5"
""	""
""	""
"56964"	"WDR93"
"101928718///55924"	"LOC101928718///FAM212B"
"10038"	"PARP2"
"151648"	"SGO1"
"1543"	"CYP1A1"
"55567"	"DNAH3"
"83849"	"SYT15"
"11120"	"BTN2A1"
"100505876"	"CEBPZOS"
""	""
""	""
"3717"	"JAK2"
"8660"	"IRS2"
"10559"	"SLC35A1"
"240"	"ALOX5"
""	""
"2534"	"FYN"
"57182"	"ANKRD50"
"132241"	"RPL32P3"
"57582"	"KCNT1"
"10915"	"TCERG1"
"56143"	"PCDHA5"
"8708"	"B3GALT1"
"728411///375513"	"GUSBP1///GUSBP4"
"3077"	"HFE"
""	""
"2131"	"EXT1"
"55364"	"IMPACT"
"30844"	"EHD4"
"23553"	"HYAL4"
"2801"	"GOLGA2"
"118461"	"C10orf71"
"55014"	"STX17"
"4637"	"MYL6"
"374819"	"LRRC37A3"
"51192"	"CKLF"
"58512"	"DLGAP3"
"200316///60489"	"APOBEC3F///APOBEC3G"
"831"	"CAST"
""	""
"731779"	"LINC01300"
"5923"	"RASGRF1"
"8986"	"RPS6KA4"
"90025"	"UBE3D"
""	""
"25941"	"TPGS2"
""	""
"113026"	"PLCD3"
"3832"	"KIF11"
"1727"	"CYB5R3"
"51009"	"DERL2"
"3854"	"KRT6B"
"80095"	"ZNF606"
""	""
"23741"	"EID1"
"80161"	"ASMTL-AS1"
"6498"	"SKIL"
"7592"	"ZNF41"
"374877"	"C19orf45"
"23583"	"SMUG1"
"5594"	"MAPK1"
"6752"	"SSTR2"
"8022"	"LHX3"
"8351///3013"	"HIST1H3D///HIST1H2AD"
"10768"	"AHCYL1"
"2787"	"GNG5"
"4173"	"MCM4"
"100500873///84300"	"MIR3934///UQCC2"
""	""
""	""
"200403"	"VWA3B"
"23450"	"SF3B3"
"11046"	"SLC35D2"
"63826"	"SRR"
"10443"	"N4BP2L2"
"1419"	"CRYGB"
"286144"	"TRIQK"
"10443"	"N4BP2L2"
""	""
"256646"	"NUTM1"
"374786"	"EFCAB5"
"85013"	"TMEM128"
"254896///8794"	"LOC254896///TNFRSF10C"
"9578"	"CDC42BPB"
"673"	"BRAF"
""	""
"6875"	"TAF4B"
"5054"	"SERPINE1"
"51231"	"VRK3"
"196743"	"PAOX"
"23339"	"VPS39"
"1525"	"CXADR"
"80230"	"RUFY1"
""	""
"378108///375593"	"TRIM74///TRIM73"
""	""
"56889"	"TM9SF3"
"6507"	"SLC1A3"
"644090"	"LOC644090"
"7529"	"YWHAB"
""	""
"646743///150527"	"LOC646743///TISP43"
"8861"	"LDB1"
"51105"	"PHF20L1"
"26184"	"OR1F2P"
""	""
"125488"	"TTC39C"
"100507494"	"LOC100507494"
"84901"	"NFATC2IP"
"150776///55627"	"LOC150776///SMPD4"
""	""
""	""
"80724"	"ACAD10"
"114882"	"OSBPL8"
""	""
"221749"	"PXDC1"
"5188"	"GATB"
"122618"	"PLD4"
"100287932"	"TIMM23"
"253982"	"ASPHD1"
"9466"	"IL27RA"
"85457"	"CIPC"
"348120"	"LINC01193"
"339327"	"ZNF546"
"51668"	"HSPB11"
"348235"	"SKA2"
"27248"	"ERLEC1"
"56120"	"PCDHGB8P"
""	""
"6782"	"HSPA13"
""	""
"961"	"CD47"
"57410"	"SCYL1"
"26512"	"INTS6"
"9341"	"VAMP3"
"337879"	"KRTAP8-1"
""	""
"5156"	"PDGFRA"
"57502"	"NLGN4X"
"6799"	"SULT1A2"
"6654"	"SOS1"
"100129361"	"SMIM10L1"
"286161"	"LOC286161"
"8481"	"OFD1"
"53826"	"FXYD6"
"22884"	"WDR37"
"30844"	"EHD4"
"2313"	"FLI1"
"259232"	"NALCN"
"84648"	"LCE3D"
"4915"	"NTRK2"
"143098"	"MPP7"
"1408"	"CRY2"
""	""
"56257"	"MEPCE"
"5140"	"PDE3B"
"27178"	"IL37"
"55370"	"PPP4R1L"
"4204"	"MECP2"
"100506686"	"IQCH-AS1"
"84912"	"SLC35B4"
"29937"	"NENF"
"55175"	"KLHL11"
"55102"	"ATG2B"
"93134///54811"	"ZNF561///ZNF562"
""	""
"100506844"	"LOC100506844"
""	""
"84826"	"SFT2D3"
"57221"	"ARFGEF3"
"3304///3303"	"HSPA1B///HSPA1A"
""	""
"729866"	"LOC729866"
"157680"	"VPS13B"
"23237"	"ARC"
"84557"	"MAP1LC3A"
"23405"	"DICER1"
"5592"	"PRKG1"
"54765"	"TRIM44"
"145864"	"HAPLN3"
"3981"	"LIG4"
"8739"	"HRK"
"100288152"	"LOC100288152"
"22884"	"WDR37"
"28513"	"CDH19"
"129684"	"CNTNAP5"
"4047"	"LSS"
"644150"	"WIPF3"
"440503"	"PLIN5"
"6391"	"SDHC"
"79666"	"PLEKHF2"
"55247"	"NEIL3"
"55711"	"FAR2"
"4074"	"M6PR"
"6586"	"SLIT3"
"202915"	"TMEM184A"
"54832"	"VPS13C"
"10859"	"LILRB1"
"100996756"	"LOC100996756"
"101927865"	"LOC101927865"
"7703"	"PCGF2"
"10188"	"TNK2"
"23526"	"ARHGAP45"
"7485"	"WRB"
""	""
"23683"	"PRKD3"
"9949"	"AMMECR1"
"55061"	"SUSD4"
"80013"	"FAM188A"
""	""
"102465256///64114"	"MIR6513///TMBIM1"
"51538"	"ZCCHC17"
"10766"	"TOB2"
"55858"	"TMEM165"
"10129"	"FRY"
"23166"	"STAB1"
"55095"	"SAMD4B"
"63877"	"FAM204A"
""	""
"80765"	"STARD5"
"4158"	"MC2R"
""	""
"100526739///378708"	"APITD1-CORT///APITD1"
"101929684"	"LINC01520"
"55567"	"DNAH3"
"100506443"	"ITPKB-IT1"
"140739"	"UBE2F"
"5781"	"PTPN11"
"10461"	"MERTK"
"2235"	"FECH"
"7070"	"THY1"
"3158"	"HMGCS2"
"3033"	"HADH"
"54901"	"CDKAL1"
"4338"	"MOCS2"
""	""
"9522"	"SCAMP1"
"28977"	"MRPL42"
""	""
""	""
"23122"	"CLASP2"
"1716"	"DGUOK"
"7027"	"TFDP1"
"55008"	"HERC6"
"11078"	"TRIOBP"
"1660"	"DHX9"
"51526"	"OSER1"
"3845"	"KRAS"
"27125"	"AFF4"
"100506797"	"LOC100506797"
"100996843///100134444///3768"	"LOC100996843///KCNJ18///KCNJ12"
"22822"	"PHLDA1"
""	""
"153745"	"FAM71B"
"1733"	"DIO1"
"9023"	"CH25H"
""	""
"56246"	"MRAP"
"55296"	"TBC1D19"
